Job_Name,Company,City,Job_type,Employees,Followers,Applicants,Industry,Level,Involvment,Job_Desception,skills
Sr Software Engineer/Team LeadA,IBS Software,Kochi,Hybrid,0,"4,303",73,Computer Software ,Mid-Senior level,Full-time,"4-9 years of experience in java based technologies.', 'Extensive understanding of Java-based Web-service technologies and knowledge of server-side design patterns, object-oriented design, etc.', '', '', '', '', ''",Java Microservices Spring Boot Spring Framework 
Business Analyst - C09,Citi,Gurgaon,On-site,10001,"1,81,016",110,Financial Services ,Mid-Senior level,Full-time,,Business AnalysisCommunication Derivatives International Swaps and Derivatives Association (ISDA) Macro 
Global Markets - Equity Research - Analyst,Nomura,Mumbai,On-site,10001,"13,571",200,Financial Services ,Executive,Full-time,,Analytical Skills Communication Equity Research Finance Financial Analysis Financial Statement Analysis Microsoft Excel Multitasking Research Strategy 
Software Engineer II - FullStack,Abnormal Security,Bengaluru,Hybrid,1000,555,39,Computer & Network Security ,Entry level,Full-time,"You have strong communication skills and can work autonomously and asynchronously with remote collaborators and stakeholders', 'You’re well rounded and can switch contexts between building frontend UI components and backend APIs', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ''",Back-End Web Development Django Full-Stack Development JavaScript Python (Programming Language) React.js SASS Software Testing Web Development 
"Senior Manager, Security Compliance",Expedia Group,Gurgaon,Hybrid,10001,"21,242",10,Computer Software ,Mid-Senior level,Full-time,,Application Security CISA Cyber Threat Intelligence (CTI) Cyber-security Diversity FedRAMP NIST People Management Security Compliance Security Information and Event Management (SIEM) 
Assistant Manager Sales,KONE,Jaipur,On-site,10001,"28,696",57,Mechanical Or Industrial Engineering ,Associate,Full-time,,Lead GenerationConsultative Selling Customer Satisfaction Customer-Focused Selling Direct Sales Influencer Marketing Market Pricing Procurement Sales Planning Solutions Engineering 
Human Resources Intern,Mirus Opportunities,Bengaluru,Remote,18568,38,28,Human Resources ,Mid-Senior level,Full-time,Hiring for a HR intern',Communication Employee Relations Interpersonal Communication Interpersonal Skills 
Assistant Product Manager-Micro Banking(Digital Lending),Ujjivan Small Finance Bank,Bengaluru,On-site,10001,"9,312",200,Banking ,Mid-Senior level,Full-time,"Job Description:Drive digital lending strategies for Fintech/NBFC partnershipWorking closely with partners/customers to drive digital lending programsCreate SOP, policy documents for the bank as per regulatory & compliance guidelinesWork closely with IT team to integrate LOS/LMS for driving digital lending business.'",Banking Business FinTech Key Performance Indicators Learning Management Systems Lending Loans NBFC Product Management Standard Operating Procedure (SOP) 
Business Development Associate,PlanetSpark,Gurugram,On-site,5000,"3,180",5,E-learning ,Mid-Senior level,Full-time,,Angel Investing Business Development Communication Customer Acquisition Customer Relationship Management (CRM) Cyber E-Learning Edtech Sales Sales Presentations 
Associate,PwC India,Jaipur,On-site,10000,"17,772",80,Management Consulting ,Entry level,Full-time,"""Line of ServiceAdvisoryIndustry/SectorNot ApplicableManaged ServicesAssociateA career within General Consulting services, will provide you with the opportunity to help clients seize essential advantages by working alongside business leaders to solve their toughest problems and capture their greatest opportunities. We work with some of the world’s largest and most complex companies to understand their unique business issues and opportunities in an ever changing environment. We help create sustainable change by stimulating innovation, unlocking data possibilities, navigating risk and regulatory complexity, optimising deals, and aligning costs with business strategy to create a competitive advantage.To really stand out and make us fit for the future in a constantly changing world, each and every oneof us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achievethis we have the PwC Professional; our global leadership development framework. It gives us asingle set of expectations across our lines, geographies and career paths, and provides transparencyon the skills we need as individuals to be successful and progress in our careers, now and in thefuture.As an Associate, you'll work as part of a team of problem solvers, helping to solve complex businessissues from strategy to execution. PwC Professional skills and responsibilities for this management\uf0b7 Invite and give in the moment feedback in a constructive manner.\uf0b7 Share and collaborate effectively with others.\uf0b7 Identify and make suggestions for improvements when problems and/or opportunities arise.\uf0b7 Handle, manipulate and analyse data and information responsibly.\uf0b7 Follow risk management and compliance procedures.\uf0b7 Keep up-to-date with developments in area of specialism.\uf0b7 Communicate confidently in a clear, concise and articulate manner - verbally and in thematerials I produce.\uf0b7 Build and maintain an internal and external network.\uf0b7 Seek opportunities to learn about how PwC works as a global network of firms.\uf0b7 Uphold the firm's code of ethics and business conduct.Mandatory skill sets -Management ConsultingYear of experience required -5Degrees/Field of Study preferred:Managment ConsultingMarch 24, 2023""",Code of Ethics Communication Management Consulting Professional Skills Strategy to Execution 
Business Development Associate,BYJU'S,Pune,On-site,10001,"35,630",5,E-learning ,Mid-Senior level,Full-time,,Attention to Detail Business Development Communication Customer Relationship Management (CRM) Job Training Learning Minutes Oral Communication Personalized Learning Problem Solving Sales Telecommunications 
Interior Design Consultant,Wea Designs Pvt Ltd,Bengaluru,On-site,18568,32,76,Design ,Mid-Senior level,Full-time,"What This Job InvolvesYou will be Wea Designs front liner at the site for anticipating guest needs and resolving all Design related concerns. Your role is to ensure that customer Design consultant(sales) is maintained as per the standards set by the us. Your day-to-day activities will involve:• Receiving calls and emails from clients to ensure closure of interior Designs related query and communicating the actions taken to the stakeholders in a poised and confident manner.• Taking ownership of the request or consultation and ensuring they are handled effectively within TAT.• Monitoring the helpdesk and customer service executives on a regular basis.• Taking daily rounds of the premises and reporting any lapses/ observations to the relevant team.• Conducting timely Customer Feedback Surveys and sharing the reports with the client/management.• Cooperating, coordinating and communicating with other departments to ensure good customer experience and sharing consolidated feedback reports with the team for improvement of services.• Act as a secondary point of contact for all occupants, in case of client escalation.• Prepares and approves the working schedule/rostering for the helpdesk team as per the operational requirements to maintain & operate the property at an optimum levelConceptual Design & Spatial Analysis• Technical Services Design, Design Detailing, and Working Drawings• Decor & Styling• Project Supervision & Coordination• Project Planning, Scheduling, and Certification• Experienced Draughting (Mandatory)• Candidate Attributes:• Bachelor’s Degree in Interior Design, Architecture or related discipline• In-depth knowledge of furniture systems and finishes• Demonstrated understanding of basic principles of space planning• Able to develop and present design concepts• Creativity and Innovativeness• AutoCAD, SketchUp or 3Ds Max proficiency• An eye for design, including colour, and good 3D awareness• An interest in changing trends in design.• Experience for Designer - Minimum 1-2 years’ relevant interior design experience.You must pay attention to detail and have excellent problem-solving skills. You would also use logic and reasoning to identify the alternative solutions, conclusions or approaches to problems. Handling complaints, settling disputes, and resolving grievances and conflicts, or otherwise negotiating with others.'",Conceptual Design Finish Furniture Interior Design Project Supervision Rostering Space Planning Spatial Analysis Spatial Databases Working Drawings 
Sales Development Rep (Enterprise SDR),Gfactors,Bengaluru,On-site,200,76,66,Computer Software ,Mid-Senior level,Full-time,"Research potential accounts, identify and connect with CXOs across APAC & EMEA region', 'Drive top-of-the-funnel lead generation for account executives and sales managers', '', '', '', '', '', '', '', ''",Lead GenerationBusiness Communication Customer Relationship Management (CRM) Linkedin Marketing Market Research Oral Communication Sales Sales Development Skilled Multi-tasker Software Defined Radio 
